,G_x,AB,R,H,2B,3B,HR,RBI,SB_x,CS_x,BB,SO,IBB,HBP,SH,SF,GIDP,stint,G_y,GS,InnOuts,PO,A,E,DP,PB,SB_y,CS_y,salary,MinSalaries,adjSalary,adjMinSalaries,adjSalary2,Bavg,Slug,OBP,FPct,debutYear,seasonNum,yearID,playerID,Primary
1649,47,133,15,37,6,0,1,14.0,1.0,1.0,4,32.0,1.0,0.0,1.0,1.0,1.0,5.0,41.0,31.0,877.0,77.0,51.0,0.0,13.0,0.0,0.0,0.0,2800000.0,500000.0,2898000.0,517499.99999999994,2898000.0,0.2781954887218045,0.3458646616541353,0.2971014492753623,1.0,2002,13,2014,bloomwi01,SS
1650,35,69,2,11,1,0,0,4.0,1.0,1.0,2,13.0,0.0,1.0,0.0,0.0,2.0,5.0,30.0,16.0,466.0,41.0,27.0,0.0,7.0,0.0,0.0,0.0,3000000.0,507500.0,3102000.0,524755.0,3102000.0,0.15942028985507245,0.17391304347826086,0.19444444444444445,1.0,2002,14,2015,bloomwi01,2B
1660,92,317,31,84,19,2,6,38.0,0.0,0.0,37,77.0,2.0,1.0,0.0,3.0,11.0,3.0,97.0,91.0,2369.0,76.0,122.0,9.0,9.0,0.0,0.0,0.0,2300000.0,122667.0,3594900.0000000005,191728.521,3594900.0000000005,0.26498422712933756,0.3943217665615142,0.3407821229050279,0.9565217391304348,1989,8,1996,blowemi01,3B
1719,147,551,108,200,40,6,24,89.0,1.0,3.0,105,48.0,19.0,2.0,1.0,8.0,13.0,2.0,146.0,145.0,3807.0,112.0,277.0,14.0,37.0,0.0,0.0,0.0,1675000.0,62500.0,3614650.0,134875.0,3614650.0,0.3629764065335753,0.588021778584392,0.46096096096096095,0.9652605459057072,1982,6,1987,boggswa01,3B
1720,155,584,128,214,45,6,5,58.0,2.0,3.0,125,34.0,18.0,3.0,0.0,7.0,23.0,1.0,151.0,151.0,3941.0,122.0,250.0,11.0,17.0,0.0,0.0,0.0,1650000.0,62500.0,3420450.0,129562.5,3420450.0,0.3664383561643836,0.4897260273972603,0.4756606397774687,0.9712793733681462,1982,7,1988,boggswa01,3B
1721,156,621,113,205,51,7,3,54.0,2.0,6.0,107,51.0,19.0,7.0,0.0,7.0,19.0,1.0,152.0,152.0,4018.0,123.0,264.0,17.0,29.0,0.0,0.0,0.0,1850000.0,68000.0,3657449.9999999995,134436.0,3657449.9999999995,0.33011272141706927,0.4492753623188406,0.4299191374663073,0.9579207920792079,1982,8,1989,boggswa01,3B
1722,155,619,89,187,44,5,6,63.0,0.0,0.0,87,68.0,19.0,1.0,0.0,6.0,14.0,1.0,152.0,152.0,4022.0,108.0,241.0,20.0,18.0,0.0,0.0,0.0,1900000.0,100000.0,3564400.0,187600.0,3564400.0,0.30210016155088854,0.4184168012924071,0.3856942496493689,0.94579945799458,1982,9,1990,boggswa01,3B
1723,144,546,93,181,42,2,8,51.0,1.0,2.0,89,32.0,25.0,0.0,0.0,6.0,16.0,1.0,140.0,140.0,3590.0,89.0,276.0,12.0,34.0,0.0,0.0,0.0,2750000.0,100000.0,4950000.0,180000.0,4950000.0,0.3315018315018315,0.4597069597069597,0.42121684867394693,0.9681697612732095,1982,10,1991,boggswa01,3B
1724,143,514,62,133,22,4,7,50.0,1.0,3.0,74,31.0,19.0,4.0,0.0,6.0,10.0,1.0,117.0,114.0,2982.0,70.0,229.0,15.0,23.0,0.0,0.0,0.0,2700000.0,109000.0,4716900.0,190423.0,4716900.0,0.2587548638132296,0.35797665369649806,0.3528428093645485,0.9522292993630573,1982,11,1992,boggswa01,3B
1725,143,560,83,169,26,1,2,59.0,0.0,1.0,74,49.0,4.0,0.0,1.0,9.0,10.0,1.0,134.0,129.0,3368.0,75.0,311.0,12.0,29.0,0.0,0.0,0.0,2950000.0,109000.0,5006149.999999999,184972.99999999997,5006149.999999999,0.30178571428571427,0.3625,0.37791601866251945,0.9698492462311558,1982,12,1993,boggswa01,3B
1726,97,366,61,125,19,1,11,55.0,2.0,1.0,61,29.0,3.0,1.0,2.0,4.0,10.0,2.0,97.0,89.0,2435.0,66.0,218.0,10.0,21.0,0.0,0.0,0.0,3200000.0,109000.0,5292800.0,180286.00000000003,5292800.0,0.34153005464480873,0.4890710382513661,0.43287037037037035,0.9659863945578231,1982,13,1994,boggswa01,3B
1727,126,460,76,149,22,4,5,63.0,1.0,1.0,74,50.0,5.0,0.0,0.0,7.0,13.0,2.0,126.0,111.0,2981.0,114.0,198.0,5.0,15.0,0.0,0.0,0.0,4724316.0,109000.0,7601424.444,175381.0,7601424.444,0.3239130434782609,0.4217391304347826,0.4121996303142329,0.9842271293375394,1982,14,1995,boggswa01,3B
1728,132,501,80,156,29,2,2,41.0,1.0,2.0,67,32.0,7.0,0.0,1.0,5.0,10.0,1.0,123.0,120.0,3077.0,62.0,201.0,7.0,24.0,0.0,0.0,0.0,2050000.0,122667.0,3204150.0000000005,191728.521,3204150.0000000005,0.31137724550898205,0.38922155688622756,0.38917975567190227,0.9740740740740741,1982,15,1996,boggswa01,3B
1729,104,353,55,103,23,1,4,28.0,0.0,1.0,48,38.0,3.0,0.0,2.0,4.0,3.0,2.0,77.0,70.0,1836.0,42.0,140.0,4.0,15.0,0.0,0.0,0.0,2000000.0,150000.0,3054000.0,229050.0,3054000.0,0.29178470254957506,0.39660056657223797,0.3728395061728395,0.978494623655914,1982,16,1997,boggswa01,3B
1746,153,510,95,149,28,5,25,116.0,43.0,13.0,107,73.0,25.0,4.0,0.0,13.0,8.0,1.0,150.0,147.0,3920.0,321.0,13.0,3.0,1.0,0.0,0.0,0.0,2300000.0,100000.0,4140000.0,180000.0,4140000.0,0.29215686274509806,0.5137254901960784,0.41009463722397477,0.9910979228486647,1986,6,1991,bondsba01,OF
1747,140,473,109,147,36,5,34,103.0,39.0,8.0,127,69.0,32.0,5.0,0.0,7.0,9.0,1.0,139.0,138.0,3722.0,310.0,4.0,3.0,0.0,0.0,0.0,0.0,4800000.0,109000.0,8385599.999999999,190423.0,8385599.999999999,0.3107822410147992,0.6236786469344608,0.45588235294117646,0.9905362776025236,1986,7,1992,bondsba01,OF
1748,159,539,129,181,38,4,46,123.0,29.0,12.0,126,79.0,43.0,2.0,0.0,7.0,11.0,1.0,157.0,156.0,4113.0,310.0,7.0,5.0,0.0,0.0,0.0,0.0,4516666.0,109000.0,7664782.202,184972.99999999997,7664782.202,0.3358070500927644,0.6771799628942486,0.45845697329376855,0.984472049689441,1986,8,1993,bondsba01,OF
1749,112,391,89,122,18,1,37,81.0,29.0,9.0,74,43.0,18.0,6.0,0.0,3.0,3.0,1.0,112.0,110.0,2878.0,198.0,10.0,3.0,2.0,0.0,0.0,0.0,5166666.0,109000.0,8545665.564000001,180286.00000000003,8545665.564000001,0.31202046035805625,0.6470588235294118,0.42616033755274263,0.985781990521327,1986,9,1994,bondsba01,OF
1750,144,506,109,149,30,7,33,104.0,31.0,10.0,120,83.0,22.0,5.0,0.0,4.0,12.0,1.0,143.0,143.0,3771.0,279.0,12.0,6.0,2.0,0.0,0.0,0.0,8166666.0,109000.0,13140165.594,175381.0,13140165.594,0.29446640316205536,0.5770750988142292,0.431496062992126,0.9797979797979798,1986,10,1995,bondsba01,OF
1751,158,517,122,159,27,3,42,129.0,40.0,7.0,151,76.0,30.0,1.0,0.0,6.0,11.0,1.0,152.0,151.0,3926.0,286.0,10.0,6.0,1.0,0.0,0.0,0.0,8416667.0,122667.0,13155250.521000002,191728.521,13155250.521000002,0.30754352030947774,0.6150870406189555,0.46074074074074073,0.9801324503311258,1986,11,1996,bondsba01,OF
1752,159,532,123,155,26,5,40,101.0,37.0,8.0,145,87.0,34.0,8.0,0.0,5.0,13.0,1.0,159.0,158.0,4117.0,290.0,10.0,5.0,0.0,0.0,0.0,0.0,8666667.0,150000.0,13234000.509,229050.0,13234000.509,0.29135338345864664,0.5845864661654135,0.4463768115942029,0.9836065573770492,1986,12,1997,bondsba01,OF
1753,156,552,120,167,44,7,37,122.0,28.0,12.0,130,92.0,29.0,8.0,1.0,6.0,15.0,1.0,155.0,154.0,4009.0,301.0,2.0,5.0,0.0,0.0,0.0,0.0,8916667.0,170000.0,13410667.168,255680.0,13410667.168,0.302536231884058,0.6086956521739131,0.4382183908045977,0.9837662337662337,1986,13,1998,bondsba01,OF
1754,102,355,91,93,20,2,34,83.0,15.0,2.0,73,62.0,9.0,3.0,0.0,3.0,6.0,1.0,96.0,95.0,2386.0,177.0,4.0,3.0,2.0,0.0,0.0,0.0,9381057.0,200000.0,13799534.847,294200.0,13799534.847,0.2619718309859155,0.6169014084507042,0.38940092165898615,0.9836956521739131,1986,14,1999,bondsba01,OF
1755,143,480,129,147,28,4,49,106.0,11.0,3.0,117,77.0,22.0,3.0,0.0,7.0,6.0,1.0,141.0,138.0,3458.0,255.0,8.0,3.0,4.0,0.0,0.0,0.0,10658826.0,200000.0,15167509.398,284600.0,15167509.398,0.30625,0.6875,0.43986820428336076,0.9887218045112782,1986,15,2000,bondsba01,OF
1756,153,476,129,156,32,2,73,137.0,13.0,3.0,177,93.0,35.0,9.0,0.0,2.0,5.0,1.0,143.0,141.0,3695.0,246.0,8.0,6.0,1.0,0.0,0.0,0.0,10300000.0,200000.0,14255200.000000002,276800.0,14255200.000000002,0.3277310924369748,0.8634453781512605,0.5150602409638554,0.9769230769230769,1986,16,2001,bondsba01,OF
1757,143,403,117,149,31,2,46,110.0,9.0,2.0,198,47.0,68.0,9.0,0.0,2.0,4.0,1.0,135.0,133.0,3345.0,241.0,4.0,8.0,2.0,0.0,0.0,0.0,15000000.0,200000.0,20445000.000000004,272600.00000000006,20445000.000000004,0.369727047146402,0.7990074441687345,0.5816993464052288,0.9683794466403162,1986,17,2002,bondsba01,OF
1758,130,390,111,133,22,1,45,90.0,7.0,0.0,148,58.0,61.0,10.0,0.0,2.0,7.0,1.0,123.0,122.0,3132.0,236.0,5.0,2.0,2.0,0.0,0.0,0.0,15500000.0,300000.0,20645999.999999996,399599.99999999994,20645999.999999996,0.34102564102564104,0.7487179487179487,0.5290909090909091,0.9917695473251029,1986,18,2003,bondsba01,OF
1759,147,373,129,135,27,3,45,101.0,6.0,1.0,232,41.0,120.0,9.0,0.0,3.0,5.0,1.0,133.0,132.0,3392.0,214.0,11.0,4.0,0.0,0.0,0.0,0.0,18000000.0,300000.0,23364000.0,389400.0,23364000.0,0.36193029490616624,0.8123324396782842,0.6094003241491086,0.982532751091703,1986,19,2004,bondsba01,OF
1760,14,42,8,12,1,0,5,10.0,0.0,0.0,9,6.0,3.0,0.0,0.0,1.0,0.0,1.0,13.0,13.0,285.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,22000000.0,316000.0,27609999.999999996,396579.99999999994,27609999.999999996,0.2857142857142857,0.6666666666666666,0.40384615384615385,1.0,1986,20,2005,bondsba01,OF
1761,130,367,74,99,23,0,26,77.0,3.0,0.0,115,51.0,38.0,10.0,0.0,1.0,9.0,1.0,116.0,115.0,2625.0,188.0,6.0,3.0,0.0,0.0,0.0,0.0,19331470.0,327000.0,23507067.52,397632.0,23507067.52,0.26975476839237056,0.5449591280653951,0.4543610547667343,0.9847715736040609,1986,21,2006,bondsba01,OF
1762,126,340,75,94,14,0,28,66.0,5.0,0.0,132,54.0,43.0,3.0,0.0,2.0,13.0,1.0,110.0,110.0,2526.0,162.0,2.0,4.0,0.0,0.0,0.0,0.0,15533970.0,380000.0,18361152.54,449160.0,18361152.54,0.27647058823529413,0.5647058823529412,0.480083857442348,0.9761904761904762,1986,22,2007,bondsba01,OF
1768,64,244,30,63,3,4,1,11.0,30.0,3.0,25,52.0,1.0,1.0,4.0,0.0,3.0,2.0,66.0,64.0,1650.0,130.0,41.0,4.0,7.0,0.0,0.0,0.0,2200000.0,480000.0,2349600.0,512640.0,2349600.0,0.2581967213114754,0.3155737704918033,0.3296296296296296,0.9771428571428571,2007,6,2012,bonifem01,OF
1769,136,420,54,102,22,3,3,31.0,28.0,8.0,30,103.0,0.0,2.0,6.0,3.0,4.0,9.0,135.0,110.0,3051.0,213.0,239.0,10.0,60.0,0.0,0.0,0.0,2600000.0,490000.0,2735200.0,515480.0,2735200.0,0.24285714285714285,0.33095238095238094,0.2945054945054945,0.9783549783549783,2007,7,2013,bonifem01,2B
1770,110,394,47,102,17,4,3,24.0,26.0,8.0,26,85.0,2.0,0.0,6.0,0.0,2.0,10.0,115.0,91.0,2490.0,192.0,79.0,6.0,23.0,0.0,0.0,0.0,2500000.0,500000.0,2587500.0,517499.99999999994,2587500.0,0.25888324873096447,0.34517766497461927,0.3047619047619048,0.9783393501805054,2007,8,2014,bonifem01,OF
1771,47,78,5,13,2,0,0,4.0,1.0,4.0,2,27.0,0.0,1.0,1.0,0.0,1.0,3.0,23.0,12.0,361.0,30.0,37.0,3.0,11.0,0.0,0.0,0.0,3000000.0,507500.0,3102000.0,524755.0,3102000.0,0.16666666666666666,0.19230769230769232,0.19753086419753085,0.9571428571428572,2007,9,2015,bonifem01,2B
1780,157,577,102,174,44,6,18,100.0,2.0,4.0,90,67.0,8.0,2.0,0.0,11.0,14.0,3.0,175.0,155.0,4076.0,247.0,144.0,15.0,19.0,0.0,0.0,0.0,2400000.0,100000.0,4320000.0,180000.0,4320000.0,0.30155979202772965,0.49220103986135183,0.3911764705882353,0.9630541871921182,1986,6,1991,bonilbo01,OF
1781,128,438,62,109,23,0,19,70.0,4.0,3.0,66,73.0,10.0,1.0,0.0,1.0,11.0,2.0,127.0,124.0,3067.0,277.0,9.0,4.0,3.0,0.0,0.0,0.0,6100000.0,109000.0,10656700.0,190423.0,10656700.0,0.24885844748858446,0.4315068493150685,0.34782608695652173,0.9862068965517241,1986,7,1992,bonilbo01,OF
1782,139,502,81,133,21,3,34,87.0,3.0,3.0,72,96.0,11.0,0.0,0.0,8.0,12.0,3.0,143.0,137.0,3549.0,238.0,112.0,17.0,11.0,0.0,0.0,0.0,6200000.0,109000.0,10521399.999999998,184972.99999999997,10521399.999999998,0.2649402390438247,0.5219123505976095,0.35223367697594504,0.9536784741144414,1986,8,1993,bonilbo01,OF
1783,108,403,60,117,24,1,20,67.0,1.0,3.0,55,101.0,9.0,0.0,0.0,2.0,10.0,1.0,107.0,107.0,2753.0,78.0,215.0,18.0,25.0,0.0,0.0,0.0,6300000.0,109000.0,10420200.0,180286.00000000003,10420200.0,0.2903225806451613,0.5037220843672456,0.3739130434782609,0.9421221864951769,1986,9,1994,bonilbo01,3B
1784,141,554,96,182,37,8,28,99.0,0.0,5.0,54,79.0,10.0,2.0,0.0,4.0,22.0,7.0,150.0,140.0,3649.0,244.0,128.0,19.0,18.0,0.0,0.0,0.0,5300000.0,109000.0,8527700.0,175381.0,8527700.0,0.3285198555956679,0.575812274368231,0.38762214983713356,0.9514066496163683,1986,10,1995,bonilbo01,3B
1785,159,595,107,171,27,5,28,116.0,1.0,3.0,75,85.0,7.0,5.0,0.0,17.0,13.0,3.0,121.0,114.0,2956.0,214.0,12.0,6.0,5.0,0.0,0.0,0.0,5100000.0,122667.0,7971300.000000001,191728.521,7971300.000000001,0.28739495798319326,0.4907563025210084,0.3627167630057804,0.9741379310344828,1986,11,1996,bonilbo01,OF
1786,153,562,77,167,39,3,17,96.0,6.0,6.0,73,94.0,8.0,5.0,0.0,8.0,18.0,2.0,151.0,148.0,3814.0,106.0,226.0,22.0,29.0,0.0,0.0,0.0,5600000.0,150000.0,8551200.0,229050.0,8551200.0,0.297153024911032,0.4679715302491103,0.37808641975308643,0.9378531073446328,1986,12,1997,bonilbo01,3B
1787,100,333,39,83,11,1,11,45.0,1.0,2.0,41,59.0,4.0,0.0,0.0,6.0,16.0,5.0,97.0,94.0,2319.0,74.0,125.0,18.0,14.0,0.0,0.0,0.0,5900000.0,170000.0,8873600.0,255680.0,8873600.0,0.24924924924924924,0.38738738738738737,0.3263157894736842,0.9170506912442397,1986,13,1998,bonilbo01,3B
1788,60,119,12,19,5,0,4,18.0,0.0,1.0,19,16.0,1.0,1.0,0.0,2.0,4.0,2.0,29.0,25.0,552.0,59.0,4.0,2.0,2.0,0.0,0.0,0.0,5900000.0,200000.0,8678900.0,294200.0,8678900.0,0.15966386554621848,0.3025210084033613,0.2765957446808511,0.9692307692307692,1986,14,1999,bonilbo01,OF
1806,162,606,83,146,38,2,26,87.0,32.0,8.0,56,111.0,4.0,10.0,9.0,4.0,9.0,2.0,170.0,154.0,4153.0,113.0,359.0,22.0,48.0,0.0,0.0,0.0,2100000.0,200000.0,2862300.0000000005,272600.00000000006,2862300.0000000005,0.24092409240924093,0.4389438943894389,0.3136094674556213,0.9554655870445344,1997,6,2002,booneaa01,3B
1807,160,592,92,158,32,3,24,96.0,23.0,3.0,46,104.0,2.0,8.0,6.0,2.0,13.0,5.0,161.0,155.0,4111.0,144.0,369.0,23.0,42.0,0.0,0.0,0.0,3700000.0,300000.0,4928399.999999999,399599.99999999994,4928399.999999999,0.2668918918918919,0.4527027027027027,0.3271604938271605,0.957089552238806,1997,7,2003,booneaa01,3B
1808,143,511,61,124,19,1,16,60.0,9.0,3.0,35,92.0,3.0,9.0,4.0,6.0,16.0,1.0,142.0,139.0,3749.0,81.0,299.0,18.0,20.0,0.0,0.0,0.0,3000000.0,316000.0,3764999.9999999995,396579.99999999994,3764999.9999999995,0.24266144814090018,0.3776908023483366,0.2994652406417112,0.9547738693467337,1997,9,2005,booneaa01,3B
1809,104,354,50,89,19,1,7,46.0,5.0,4.0,27,62.0,1.0,6.0,4.0,1.0,4.0,2.0,102.0,97.0,2535.0,57.0,187.0,16.0,16.0,0.0,0.0,0.0,3750000.0,327000.0,4560000.0,397632.0,4560000.0,0.2514124293785311,0.3700564971751412,0.31443298969072164,0.9384615384615385,1997,10,2006,booneaa01,3B
1818,40,117,11,28,3,0,0,9.0,1.0,1.0,17,12.0,0.0,0.0,2.0,0.0,2.0,1.0,40.0,40.0,1005.0,243.0,19.0,4.0,0.0,4.0,32.0,10.0,1900000.0,100000.0,3564400.0,187600.0,3564400.0,0.23931623931623933,0.26495726495726496,0.3358208955223881,0.9849624060150376,1972,19,1990,boonebo01,C
1824,139,443,40,99,25,1,7,46.0,5.0,5.0,45,101.0,4.0,4.0,4.0,5.0,11.0,1.0,136.0,127.0,3346.0,271.0,334.0,2.0,74.0,0.0,0.0,0.0,1700000.0,150000.0,2595900.0,229050.0,2595900.0,0.2234762979683973,0.33182844243792325,0.2977867203219316,0.9967051070840197,1992,6,1997,boonebr01,2B
1825,157,583,76,155,38,1,24,95.0,6.0,4.0,48,104.0,3.0,4.0,9.0,4.0,23.0,1.0,156.0,155.0,4074.0,329.0,416.0,9.0,100.0,0.0,0.0,0.0,2800000.0,170000.0,4211200.0,255680.0,4211200.0,0.2658662092624357,0.45797598627787306,0.323943661971831,0.9880636604774535,1992,7,1998,boonebr01,2B
1826,152,608,102,153,38,1,20,63.0,14.0,9.0,47,112.0,0.0,5.0,9.0,2.0,11.0,1.0,151.0,144.0,3890.0,270.0,424.0,13.0,78.0,0.0,0.0,0.0,2900000.0,200000.0,4265900.0,294200.0,4265900.0,0.25164473684210525,0.4161184210526316,0.30966767371601206,0.9816124469589816,1992,8,1999,boonebr01,2B
1827,127,463,61,116,18,2,19,74.0,8.0,4.0,50,97.0,7.0,5.0,0.0,7.0,11.0,1.0,126.0,126.0,3292.0,292.0,334.0,15.0,83.0,0.0,0.0,0.0,3750000.0,200000.0,5336250.0,284600.0,5336250.0,0.2505399568034557,0.42116630669546434,0.32571428571428573,0.9765990639625585,1992,9,2000,boonebr01,2B
1828,158,623,118,206,37,3,37,141.0,5.0,5.0,40,110.0,5.0,9.0,5.0,13.0,11.0,1.0,156.0,152.0,4110.0,286.0,409.0,10.0,90.0,0.0,0.0,0.0,3250000.0,200000.0,4498000.0,276800.0,4498000.0,0.3306581059390048,0.5778491171749599,0.3722627737226277,0.9858156028368794,1992,10,2001,boonebr01,2B
1829,155,608,88,169,34,3,24,107.0,12.0,5.0,53,102.0,4.0,6.0,2.0,6.0,11.0,1.0,153.0,152.0,3952.0,251.0,387.0,7.0,84.0,0.0,0.0,0.0,8000000.0,200000.0,10904000.000000002,272600.00000000006,10904000.000000002,0.2779605263157895,0.4621710526315789,0.3387815750371471,0.9891472868217054,1992,11,2002,boonebr01,2B
1830,159,622,111,183,35,5,35,117.0,16.0,3.0,68,125.0,3.0,7.0,1.0,7.0,17.0,1.0,158.0,159.0,4125.0,268.0,426.0,7.0,107.0,0.0,0.0,0.0,8000000.0,300000.0,10655999.999999998,399599.99999999994,10655999.999999998,0.2942122186495177,0.5353697749196141,0.3664772727272727,0.9900142653352354,1992,12,2003,boonebr01,2B
1831,148,593,74,149,30,0,24,83.0,10.0,5.0,56,135.0,2.0,3.0,2.0,4.0,18.0,1.0,148.0,148.0,3926.0,280.0,350.0,14.0,90.0,0.0,0.0,0.0,8000000.0,300000.0,10384000.0,389400.0,10384000.0,0.25126475548060706,0.42327150084317033,0.3170731707317073,0.9782608695652174,1992,13,2004,boonebr01,2B
1832,88,326,33,72,15,3,7,37.0,4.0,2.0,28,65.0,2.0,4.0,1.0,1.0,12.0,3.0,88.0,88.0,2306.0,169.0,229.0,9.0,54.0,0.0,0.0,0.0,9000000.0,316000.0,11294999.999999998,396579.99999999994,11294999.999999998,0.22085889570552147,0.3496932515337423,0.28969359331476324,0.9778869778869779,1992,14,2005,boonebr01,2B
1852,138,488,38,124,30,0,9,55.0,2.0,2.0,20,66.0,2.0,2.0,7.0,3.0,18.0,1.0,138.0,134.0,3546.0,869.0,80.0,13.0,12.0,6.0,108.0,53.0,2500000.0,109000.0,4242500.0,184972.99999999997,4242500.0,0.2540983606557377,0.3709016393442623,0.28460038986354774,0.9864864864864865,1988,6,1993,bordepa01,C
1853,85,295,24,73,13,1,3,26.0,1.0,1.0,15,50.0,0.0,0.0,1.0,0.0,7.0,1.0,85.0,81.0,2139.0,583.0,60.0,8.0,5.0,9.0,67.0,33.0,2500000.0,109000.0,4135000.0000000005,180286.00000000003,4135000.0000000005,0.24745762711864408,0.3288135593220339,0.2838709677419355,0.9877112135176651,1988,7,1994,bordepa01,C
1870,155,525,46,126,18,4,5,54.0,5.0,6.0,52,59.0,0.0,1.0,4.0,5.0,8.0,1.0,155.0,153.0,4014.0,265.0,476.0,16.0,121.0,0.0,0.0,0.0,2000000.0,122667.0,3126000.0000000005,191728.521,3126000.0000000005,0.24,0.3180952380952381,0.307032590051458,0.9788639365918098,1990,7,1996,bordimi01,SS
1871,153,509,55,120,19,1,7,46.0,0.0,2.0,33,66.0,1.0,2.0,12.0,4.0,23.0,1.0,153.0,151.0,4006.0,223.0,424.0,13.0,95.0,0.0,0.0,0.0,2333333.0,150000.0,3562999.491,229050.0,3562999.491,0.2357563850687623,0.3182711198428291,0.28284671532846717,0.9803030303030303,1990,8,1997,bordimi01,SS
1872,151,465,59,121,29,1,13,51.0,6.0,7.0,39,65.0,0.0,10.0,15.0,4.0,13.0,1.0,150.0,144.0,3715.0,236.0,446.0,7.0,91.0,0.0,0.0,0.0,3583333.0,170000.0,5389332.832,255680.0,5389332.832,0.26021505376344084,0.410752688172043,0.3281853281853282,0.9898403483309144,1990,9,1998,bordimi01,SS
1873,160,631,93,175,35,7,10,77.0,14.0,4.0,54,102.0,1.0,5.0,8.0,10.0,25.0,1.0,159.0,155.0,4065.0,277.0,511.0,9.0,132.0,0.0,0.0,0.0,3083334.0,200000.0,4535584.313999999,294200.0,4535584.313999999,0.277337559429477,0.40253565768621236,0.3342857142857143,0.9887076537013801,1990,10,1999,bordimi01,SS
1874,156,583,88,166,30,1,20,80.0,9.0,6.0,49,99.0,0.0,3.0,4.0,5.0,16.0,3.0,156.0,155.0,3973.0,232.0,398.0,16.0,81.0,0.0,0.0,0.0,3000000.0,200000.0,4269000.0,284600.0,4269000.0,0.2847341337907376,0.4425385934819897,0.340625,0.9752321981424149,1990,11,2000,bordimi01,SS
1875,58,229,32,57,13,0,7,30.0,9.0,3.0,17,36.0,1.0,6.0,2.0,3.0,4.0,1.0,58.0,58.0,1526.0,107.0,146.0,6.0,28.0,0.0,0.0,0.0,4500000.0,200000.0,6228000.000000001,276800.0,6228000.000000001,0.24890829694323144,0.39737991266375544,0.3137254901960784,0.9768339768339769,1990,12,2001,bordimi01,SS
1876,117,367,37,85,19,3,8,36.0,7.0,4.0,35,63.0,0.0,3.0,6.0,2.0,9.0,1.0,117.0,115.0,3023.0,197.0,372.0,1.0,92.0,0.0,0.0,0.0,4873439.0,200000.0,6642497.357000001,272600.00000000006,6642497.357000001,0.23160762942779292,0.3651226158038147,0.3022113022113022,0.9982456140350877,1990,13,2002,bordimi01,SS
1916,117,195,32,39,8,3,4,13.0,5.0,8.0,19,59.0,4.0,6.0,4.0,1.0,2.0,1.0,93.0,41.0,1430.0,125.0,1.0,1.0,1.0,0.0,0.0,0.0,1650000.0,507500.0,1706100.0,524755.0,1706100.0,0.2,0.3333333333333333,0.2895927601809955,0.9921259842519685,2010,6,2015,bourjpe01,OF
1917,123,355,40,89,20,7,5,23.0,6.0,4.0,17,91.0,2.0,4.0,6.0,1.0,6.0,1.0,119.0,97.0,2639.0,202.0,2.0,1.0,0.0,0.0,0.0,0.0,2000000.0,507500.0,2041999.9999999998,518157.49999999994,2041999.9999999998,0.2507042253521127,0.38873239436619716,0.2917771883289125,0.9951219512195122,2010,7,2016,bourjpe01,OF
1927,141,535,84,142,25,6,2,38.0,52.0,12.0,59,109.0,5.0,3.0,6.0,2.0,6.0,1.0,138.0,133.0,3568.0,359.0,8.0,3.0,2.0,0.0,0.0,0.0,2400000.0,400000.0,2697600.0000000005,449600.00000000006,2697600.0000000005,0.26542056074766357,0.34579439252336447,0.34056761268781305,0.9918918918918919,2006,5,2010,bournmi01,OF
1928,158,656,94,193,34,10,2,50.0,61.0,14.0,53,140.0,3.0,4.0,5.0,4.0,6.0,3.0,156.0,154.0,4077.0,367.0,6.0,3.0,2.0,0.0,0.0,0.0,4400000.0,414000.0,4796000.0,451260.00000000006,4796000.0,0.2942073170731707,0.3856707317073171,0.3486750348675035,0.9920212765957447,2006,6,2011,bournmi01,OF
1929,155,624,96,171,26,10,9,57.0,42.0,13.0,70,155.0,1.0,3.0,2.0,4.0,2.0,1.0,153.0,151.0,4021.0,383.0,3.0,2.0,0.0,0.0,0.0,0.0,6845000.0,480000.0,7310460.0,512640.0,7310460.0,0.27403846153846156,0.391025641025641,0.34807417974322397,0.9948453608247423,2006,7,2012,bournmi01,OF
1930,130,525,75,138,21,6,6,50.0,23.0,12.0,40,132.0,0.0,2.0,5.0,3.0,2.0,1.0,128.0,124.0,3295.0,272.0,6.0,3.0,2.0,0.0,0.0,0.0,7000000.0,490000.0,7364000.0,515480.0,7364000.0,0.26285714285714284,0.36,0.3157894736842105,0.9893238434163701,2006,8,2013,bournmi01,OF
1931,106,444,57,114,17,10,3,28.0,10.0,6.0,35,114.0,1.0,3.0,3.0,2.0,5.0,1.0,105.0,104.0,2777.0,235.0,5.0,2.0,1.0,0.0,0.0,0.0,13500000.0,500000.0,13972499.999999998,517499.99999999994,13972499.999999998,0.25675675675675674,0.36036036036036034,0.3140495867768595,0.9917355371900827,2006,9,2014,bournmi01,OF
1932,141,425,39,101,15,2,0,30.0,17.0,7.0,46,107.0,0.0,0.0,8.0,3.0,5.0,3.0,131.0,115.0,3131.0,273.0,7.0,1.0,3.0,0.0,0.0,0.0,13500000.0,507500.0,13959000.0,524755.0,13959000.0,0.2376470588235294,0.2823529411764706,0.310126582278481,0.99644128113879,2006,10,2015,bournmi01,OF
